Ticker,symbol,Market Cap,Trailing P/E,P/B Ratio,Trailing EPS,Forward P/E,Forward EPS,Dividend Yield %,Beta,Trailing P/E Graham Status,P/B Ratio Graham Status,Combined P/E x P/B Graham Status,Trailing P/E Sector Status,Forward P/E Sector Status,P/B Ratio Sector Status,sector
VLO,VLO,55674437632.0,6.77858,2.1378963,24.93,11.711019,14.43,2.53,1.539,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Energy
OIS,OIS,357650272.0,27.85,0.49709952,0.2,10.509435,0.53,,2.557,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
PNRG,PNRG,177985664.0,9.231197,1.1242918,10.77,,,,,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Energy
TK,TK,661924992.0,4.7077923,0.9010689,1.54,16.860464,0.43,,0.63,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
KGEI,KGEI,119118984.0,6.765958,0.6853449,0.47,,,,2.478,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
PXS,PXS,48432660.0,2.6494253,0.50344,1.74,3.4924242,1.32,,0.037,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
LPG,LPG,1586784256.0,5.18435,1.6130896,7.54,8.497827,4.6,10.229999600000001,1.222,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Energy
APA,APA,12075471872.0,3.5135136,3.7159843,9.25,6.1904764,5.25,3.08,3.306,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Energy
PTEN,PTEN,4568845312.0,12.875,0.96812785,0.88,11.0,1.03,2.8199999,2.243,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Energy
DLNG,DLNG,115558912.0,4.617647,0.35976171,0.68,2.5737705,1.22,,1.574,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
PVL,PVL,49500000.0,3.488372,0.95907927,0.43,30.0,0.05,21.88,0.981,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
FLNG,FLNG,1360065664.0,11.400901,1.604539,2.22,,,11.85,0.69,Undervalued,Fair Value,Undervalued,Fair Value,Fair Value,Fair Value,Energy
GRNT,GRNT,872062464.0,10.934426,1.2946429,0.61,9.394366,0.71,6.6000000000000005,0.198,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
NRP,NRP,1185849088.0,6.995413,2.2102518,13.08,30.5,3.0,3.2800000000000002,0.452,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Energy
PBR,PBR,101529059328.0,4.3232045,0.5323129,3.62,4.845201,3.23,19.040000000000003,1.005,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
RNGR,RNGR,262622368.0,11.71579,0.9581612,0.95,8.975806,1.24,1.7999999999999998,0.625,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Energy
BANL,BANL,27000002.0,7.2,1.0661402,0.15,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
TTE,TTE,168588820480.0,8.275663,1.4452323,8.67,7.8415303,9.15,4.4499997,0.792,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Energy
UGP,UGP,5727193600.0,11.953487,0.4146164,0.43,11.422222,0.45,2.56,1.069,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Energy
SLCA,SLCA,997215680.0,6.8288774,1.1605926,1.87,9.823077,1.3,,2.264,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
BTU,BTU,3066464256.0,4.818,0.87409294,5.0,8.922222,2.7,1.25,0.996,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
HNRG,HNRG,164773776.0,3.648,0.5780933,1.25,17.538462,0.26,,0.437,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
PRT,PRT,49757716.0,8.0196085,0.64725435,0.51,6.2923083,0.65,10.41,0.934,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
ARLP,ARLP,2689942272.0,4.366944,1.4555471,4.81,5.3721223,3.91,13.33,1.207,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
MTDR,MTDR,8355268608.0,9.497872,2.0453296,7.05,8.057761,8.31,1.1900000000000002,3.349,Undervalued,Overvalued,Undervalued,Fair Value,Fair Value,Overvalued,Energy
GPRK,GPRK,538067712.0,4.9999995,3.0493555,1.94,3.0503144,3.18,5.609999999999999,1.316,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Energy
SGU,SGU,359657184.0,12.6375,1.3062016,0.8,11.488636,0.88,6.43,0.47,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Energy
EGY,EGY,703295936.0,12.160714,1.4843069,0.56,7.1684213,0.95,3.6700000000000004,1.302,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Energy
OVV,OVV,14063603712.0,6.6189876,1.3700317,7.9,7.5021524,6.97,2.29,2.694,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
PBA,PBA,19867326464.0,15.760368,1.3791435,2.17,14.678112,2.33,5.75,1.485,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Fair Value,Energy
CVE,CVE,38609457152.0,13.396104,1.3703998,1.54,9.251121,2.23,2.0,2.782,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
CLCO,CLCO,568030976.0,3.2461538,0.7697921,3.25,5.960452,1.77,15.55,-1.135,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
CNX,CNX,3649207296.0,2.650723,0.84359956,8.99,12.220512,1.95,,1.375,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
TALO,TALO,2441053952.0,8.587097,0.76630783,1.55,21.819672,0.61,,2.011,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
ENB,ENB,70223790080.0,16.004856,1.2823305,2.06,15.263889,2.16,8.180001,0.886,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Fair Value,Energy
HPK,HPK,1948146560.0,9.601266,1.2546523,1.58,8.155914,1.86,1.05,0.648,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
MRO,MRO,16201372672.0,11.074219,1.4594595,2.56,9.0575075,3.13,1.55,2.24,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
TRMD,TRMD,3097800192.0,4.4425135,1.7120923,7.48,4.781295,6.95,16.370001000000002,-0.118,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Energy
FRO,FRO,5420870144.0,6.917614,2.3797889,3.52,6.4760637,3.76,8.9099996,0.071,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Energy
PDS,PDS,990903168.0,4.81043,0.6210819,14.19,6.922921,9.86,,2.919,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
SU,SU,48466178048.0,8.169566,1.1202195,4.6,9.465996,3.97,4.2600001999999995,1.516,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
NOV,NOV,7458847232.0,7.544,1.2045732,2.5,10.25,1.84,1.06,1.764,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Energy
PARR,PARR,1931536512.0,2.7261307,1.4565061,11.94,8.679999,3.75,,1.953,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Energy
LBRT,LBRT,3584157696.0,6.8507934,1.9525877,3.15,6.5993886,3.27,1.2999999,1.881,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Energy
SM,SM,5785059840.0,7.330904,1.6097952,6.86,7.204871,6.98,1.43,4.251,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Energy
TS,TS,22229762048.0,5.7304215,2.6383302,6.64,9.9868765,3.81,3.15,1.501,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Energy
GPOR,GPOR,2783897088.0,2.3160272,1.3020084,66.45,5.215181,29.51,,0.6,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
RRC,RRC,8478625280.0,9.789916,2.2362275,3.57,10.219298,3.42,0.9199999999999999,1.885,Undervalued,Overvalued,Undervalued,Fair Value,Fair Value,Overvalued,Energy
PR,PR,13651817472.0,14.201613,1.5030729,1.24,9.367022,1.88,3.4099999999999997,4.36,Undervalued,Fair Value,Undervalued,Overvalued,Fair Value,Fair Value,Energy
CTRA,CTRA,20427575296.0,12.765258,1.5660639,2.13,9.408304,2.89,3.09,0.2,Undervalued,Fair Value,Undervalued,Fair Value,Fair Value,Fair Value,Energy
CRGY,CRGY,2009454720.0,28.324999,0.60881245,0.4,7.655405,1.48,4.24,1.095,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
BRY,BRY,640901888.0,17.354166,0.8315863,0.48,10.036144,0.83,8.76,1.82,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
GEOS,GEOS,164732528.0,6.614973,1.1259785,1.87,30.925,0.4,,0.783,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
CEIX,CEIX,2617382656.0,4.4669023,1.9681621,19.79,6.51437,13.57,4.9799999999999995,1.789,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Energy
PBF,PBF,6866287104.0,3.4878933,1.0695922,16.52,10.091068,5.71,1.7399999999999998,1.742,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
OSG,OSG,423585824.0,7.753247,1.1963928,0.77,19.899998,0.3,4.02,0.368,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Energy
SBOW,SBOW,812677824.0,2.5209818,0.6807928,12.63,3.3908412,9.39,,2.526,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
DHT,DHT,1814951168.0,11.363636,1.7633228,0.99,5.4611654,2.06,8.799999999999999,-0.375,Undervalued,Fair Value,Undervalued,Fair Value,Undervalued,Fair Value,Energy
SDRL,SDRL,3618040064.0,12.417476,1.2640839,4.12,8.094936,6.32,,,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
SND,SND,85157824.0,16.5,0.31453535,0.12,7.92,0.25,,1.054,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
NOA,NOA,560551104.0,13.756579,1.5675838,1.52,5.857143,3.57,1.4099999,1.64,Undervalued,Fair Value,Undervalued,Overvalued,Undervalued,Fair Value,Energy
NVGS,NVGS,1104951552.0,13.727273,0.92871636,1.1,7.8645835,1.92,1.3200001,1.465,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
CVI,CVI,3411016960.0,4.435294,4.0273,7.65,13.962963,2.43,5.89,1.575,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Energy
CABO,CABO,2174591744.0,8.577127,1.1604929,45.12,9.236277,41.9,3.05,0.789,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Communication Services
TGNA,TGNA,2372147968.0,5.907895,0.89596915,2.28,6.538835,2.06,3.3800002000000005,0.489,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
CMCSA,CMCSA,155379154944.0,10.544474,1.882036,3.71,8.541485,4.58,3.17,0.967,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Communication Services
VEON,VEON,1705502720.0,3.2957141,1.5057764,7.0,60.710526,0.38,,1.649,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Communication Services
UONE,UONE,86843952.0,6.8999996,0.36062717,0.3,,,,0.579,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
SKM,SKM,7770266624.0,10.035175,0.00038647914,1.99,4.379386,4.56,6.950000000000001,0.558,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
SGA,SGA,140108688.0,14.432259,0.82016504,1.55,13.005815,1.72,7.12,0.471,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Communication Services
JFIN,JFIN,341437248.0,1.6870027,0.14257853,3.77,3.3473685,1.9,12.6,0.957,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
PERI,PERI,575738816.0,5.081197,0.79457366,2.34,7.5732484,1.57,,1.237,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
AMCX,AMCX,436486240.0,2.044898,0.4164762,4.9,1.9122139,5.24,,1.207,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
DDI,DDI,485623328.0,4.8039217,0.009850117,2.04,4.579439,2.14,,0.704,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
PARAP,PARAP,,2.2366922,0.39830706,6.143,,,41.849998,1.783,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
LSXMK,LSXMK,8006858240.0,10.107437,0.7858382,2.42,8.927007,2.74,,1.155,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
LSXMB,LSXMB,8006848512.0,10.475206,0.81443167,2.42,,,,1.155,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
STBX,STBX,25664166.0,5.8325,0.18678944,0.04,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
VIV,VIV,15754107904.0,16.034483,0.2209236,0.58,11.20482,0.83,5.8999999999999995,0.111,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Communication Services
ATHM,ATHM,3024726784.0,11.43868,0.122733854,2.12,9.897959,2.45,7.13,0.202,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
NCMI,NCMI,446312672.0,0.32078102,1.0251838,14.34,38.333332,0.12,,1.91,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Communication Services
XNET,XNET,96214064.0,5.692308,0.29476202,0.26,,,,1.246,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
TIMB,TIMB,8211906560.0,14.385964,1.5258652,1.14,10.25,1.6,6.52,0.456,Undervalued,Fair Value,Undervalued,Fair Value,Fair Value,Overvalued,Communication Services
CCOI,CCOI,3086948352.0,2.3647633,4.8897004,26.62,-20.176283,-3.12,6.1300002,0.377,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Communication Services
STCN,STCN,62353052.0,10.553191,0.79909784,0.94,,,,0.342,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
DOYU,DOYU,249745840.0,12.596774,0.037334837,0.62,55.785713,0.14,,1.016,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Communication Services
BIDU,BIDU,33741676544.0,12.614174,0.13834476,7.62,8.050252,11.94,,0.68,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Communication Services
IQ,IQ,3934618112.0,15.1851845,0.32547432,0.27,8.039216,0.51,,0.283,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Communication Services
SPHR,SPHR,1431207424.0,10.081683,0.5804227,4.04,-21.324608,-1.91,,1.399,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
LSXMA,LSXMA,8006854656.0,10.14876,0.78905094,2.42,9.267924,2.65,,1.155,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
LBRDP,LBRDP,,4.100936,0.35739002,5.45,,,7.829999999999999,0.945,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
KT,KT,6075982336.0,8.317568,0.00018110439,1.48,6.248731,1.97,5.37,0.38,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
ORAN,ORAN,29347520512.0,12.131867,0.92192066,0.91,9.2,1.2,6.79,0.108,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Communication Services
T,T,115420487680.0,8.167513,1.113726,1.97,6.995652,2.3,6.9,0.701,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Communication Services
CHT,CHT,29791416320.0,25.965984,0.7745064,1.47,23.708073,1.61,3.8699999999999997,0.061,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Communication Services
NTES,NTES,58619555840.0,14.444089,0.46740517,6.26,11.387909,7.94,2.8399997999999997,0.557,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Communication Services
WB,WB,1877922176.0,4.556213,0.53539145,1.69,3.8693466,1.99,,0.404,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
OPRA,OPRA,1315400064.0,8.080645,1.405461,1.86,12.024,1.25,5.3200003,0.693,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Communication Services
PHI,PHI,4956324864.0,10.571428,0.04733469,2.17,12.137567,1.89,7.35,0.252,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Communication Services
TKC,TKC,4926245888.0,14.864864,1.0731708,0.37,4.1984735,1.31,1.6,0.757,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Communication Services
TME,TME,19305900032.0,26.16279,0.3122398,0.43,15.410958,0.73,,0.82,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Communication Services
GRVY,GRVY,464186528.0,4.858182,0.0010023726,13.75,,,,0.879,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Communication Services
VOD,VOD,22670000128.0,2.0272276,3.6627903,4.04,10.776316,0.76,11.85,0.483,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Communication Services
SIFY,SIFY,227124592.0,41.333336,0.010302255,0.03,inf,,,1.645,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Communication Services
MOMO,MOMO,1042739136.0,4.212121,0.086990535,1.32,4.1185184,1.35,,0.727,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Communication Services
SR,SR,3196734720.0,15.671159,1.1379026,3.71,12.694324,4.58,5.19,0.523,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
PNW,PNW,8086393856.0,16.147392,1.3074452,4.41,14.532653,4.9,4.9399999999999995,0.482,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Utilities
NWE,NWE,2935086848.0,14.875776,1.0533261,3.22,12.98103,3.69,5.43,0.448,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
SBS,SBS,10766404608.0,14.168223,0.3470537,1.07,12.128,1.25,1.76,0.54,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
ED,ED,30222927872.0,12.124826,1.4271721,7.21,15.610714,5.6,3.8,0.353,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Utilities
AVA,AVA,2588738560.0,14.78125,1.0401156,2.24,12.833334,2.58,5.74,0.494,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
ALE,ALE,3309988352.0,13.348837,1.1767601,4.3,13.699285,4.19,4.9099997,0.753,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Utilities
EVRG,EVRG,11386212352.0,15.634069,1.1782327,3.17,12.267327,4.04,5.19,0.567,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
BKH,BKH,3496422656.0,13.094629,1.0859652,3.91,12.45742,4.11,5.08,0.644,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Utilities
PCG,PCG,41914925056.0,15.266668,1.3658828,1.05,10.904762,1.47,0.11999999,1.286,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Fair Value,Utilities
ELP,ELP,5257206272.0,11.949153,0.8803696,0.59,11.557377,0.61,7.8200005,0.45,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Utilities
HE,HE,1050084608.0,5.259669,0.4472213,1.81,4.3076925,2.21,,0.533,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Utilities
SRE,SRE,42010173440.0,13.864302,1.5091467,4.79,12.845262,5.17,3.73,0.714,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Utilities
FTS,FTS,18350798848.0,16.506666,0.91642606,2.25,15.410788,2.41,4.7199998,0.178,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
NWN,NWN,1350349312.0,13.710424,1.0408605,2.59,12.637011,2.81,5.4899998,0.554,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Utilities
ETR,ETR,21454379008.0,9.063964,1.4644834,11.1,13.015524,7.73,4.4899996,0.705,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Utilities
RNW,RNW,1943443840.0,53.2,0.018587166,0.1,inf,,,0.904,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Utilities
ENIC,ENIC,4153436928.0,5.875,0.73246753,0.48,0.008004087,352.32,12.32,0.724,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Utilities
AGR,AGR,13811592192.0,17.591133,0.70295274,2.03,14.817427,2.41,4.93,0.558,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Utilities
EXC,EXC,35740524544.0,15.277779,1.3866801,2.34,13.645039,2.62,4.25,0.607,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Utilities
EBR,EBR,17173670912.0,22.181818,0.1466493,0.33,8.133334,0.9,0.61000003,0.505,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Utilities
EDN,EDN,885260992.0,8.057971,0.03328325,2.07,2.7570248,6.05,,1.344,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Utilities
TAC,TAC,1884739584.0,3.6153846,3.151109,1.69,27.772728,0.22,2.9000001,0.886,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Utilities
OGS,OGS,3454127616.0,14.748793,1.2483133,4.14,14.748793,4.14,4.32,0.653,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Utilities
POR,POR,4104511488.0,17.403433,1.2359036,2.33,12.515431,3.24,4.6899999999999995,0.588,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Utilities
